date_new,well_ft
2008-04-01-07,0.468
2008-04-01-08,0.468
2008-04-01-09,0.468
2008-04-01-10,0.468
2008-04-01-11,0.468
2008-04-01-12,0.468
2008-04-01-13,0.468
2008-04-01-14,0.468
2008-04-01-15,0.458
2008-04-01-16,0.458
2008-04-01-17,0.458
2008-04-01-18,0.458
2008-04-01-19,0.458
2008-04-01-20,0.458
2008-04-01-21,0.458
2008-04-01-22,0.458
2008-04-01-23,0.458
2008-05-01-00,0.468
2008-05-01-01,0.468
2008-05-01-02,0.468
2008-05-01-03,0.468
2008-05-01-04,0.468
2008-05-01-05,0.468
2008-05-01-06,0.468
2008-05-01-07,0.468
2008-05-01-08,0.468
2008-05-01-09,0.468
2008-05-01-10,0.468
2008-05-01-11,0.458
2008-05-01-12,0.458
2008-05-01-13,0.448
2008-05-01-14,0.448
2008-05-01-15,0.448
2008-05-01-16,0.448
2008-05-01-17,0.448
2008-05-01-18,0.448
2008-05-01-19,0.448
2008-05-01-20,0.448
2008-05-01-21,0.448
2008-05-01-22,0.448
2008-05-01-23,0.448
2008-06-01-00,1.418
2008-06-01-01,1.418
2008-06-01-02,1.408
2008-06-01-03,1.398
2008-06-01-04,1.398
2008-06-01-05,1.388
2008-06-01-06,1.378
2008-06-01-07,1.368
2008-06-01-08,1.368
2008-06-01-09,1.368
2008-06-01-10,1.358
2008-06-01-11,1.348
2008-06-01-12,1.348
2008-06-01-13,1.338
2008-06-01-14,1.338
2008-06-01-15,1.328
2008-06-01-16,1.318
2008-06-01-17,1.308
2008-06-01-18,1.298
2008-06-01-19,1.288
2008-06-01-20,1.288
2008-06-01-21,1.278
2008-06-01-22,1.268
2008-06-01-23,1.268
2008-07-01-00,0.878
2008-07-01-01,0.918
2008-07-01-02,0.968
2008-07-01-03,0.968
2008-07-01-04,0.968
2008-07-01-05,0.958
2008-07-01-06,0.948
2008-07-01-07,0.938
2008-07-01-08,0.908
2008-07-01-09,0.888
2008-07-01-10,0.878
2008-07-01-11,0.878
2008-07-01-12,0.868
2008-07-01-13,0.868
2008-07-01-14,0.858
2008-07-01-15,0.858
2008-07-01-16,0.858
2008-07-01-17,0.848
2008-07-01-18,0.848
2008-07-01-19,0.838
2008-07-01-20,0.838
2008-07-01-21,0.828
2008-07-01-22,0.828
2008-07-01-23,0.828
2008-08-01-00,1.298
2008-08-01-01,1.298
2008-08-01-02,1.298
2008-08-01-03,1.298
2008-08-01-04,1.288
2008-08-01-05,1.288
2008-08-01-06,1.278
2008-08-01-07,1.278
2008-08-01-08,1.268
2008-08-01-09,1.268
2008-08-01-10,1.268
2008-08-01-11,1.268
2008-08-01-12,1.258
2008-08-01-13,1.258
2008-08-01-14,1.248
2008-08-01-15,1.248
2008-08-01-16,1.248
2008-08-01-17,1.248
2008-08-01-18,1.238
2008-08-01-19,1.238
2008-08-01-20,1.228
2008-08-01-21,1.228
2008-08-01-22,1.218
2008-08-01-23,1.218
2008-09-01-00,1.448
2008-09-01-01,1.438
2008-09-01-02,1.428
2008-09-01-03,1.428
2008-09-01-04,1.428
2008-09-01-05,1.418
2008-09-01-06,1.418
2008-09-01-07,1.408
2008-09-01-08,1.408
2008-09-01-09,1.398
2008-09-01-10,1.398
2008-09-01-11,1.388
2008-09-01-12,1.388
2008-09-01-13,1.388
2008-09-01-14,1.378
2008-09-01-15,1.378
2008-09-01-16,1.378
2008-09-01-17,1.368
2008-09-01-18,1.368
2008-09-01-19,1.368
2008-09-01-20,1.368
2008-09-01-21,1.358
2008-09-01-22,1.348
2008-09-01-23,1.348
2008-10-01-00,1.908
2008-10-01-01,1.918
2008-10-01-02,1.938
2008-10-01-03,1.958
2008-10-01-04,1.958
2008-10-01-05,1.958
2008-10-01-06,1.968
2008-10-01-07,1.978
2008-10-01-08,1.978
2008-10-01-09,1.978
2008-10-01-10,1.988
2008-10-01-11,1.988
2008-10-01-12,1.998
2008-10-01-13,1.998
2008-10-01-14,1.998
2008-10-01-15,1.998
2008-10-01-16,1.998
2008-10-01-17,1.998
2008-10-01-18,1.998
2008-10-01-19,1.998
2008-10-01-20,1.998
2008-10-01-21,1.998
2008-10-01-22,1.998
2008-10-01-23,1.998
2008-11-01-00,0.938
2008-11-01-01,0.938
2008-11-01-02,0.938
2008-11-01-03,0.938
2008-11-01-04,0.938
2008-11-01-05,0.938
2008-11-01-06,0.938
2008-11-01-07,0.938
2008-11-01-08,0.938
2008-11-01-09,0.938
2008-11-01-10,0.938
2008-11-01-11,0.938
2008-11-01-12,0.938
2008-11-01-13,0.918
2008-11-01-14,0.918
2008-11-01-15,0.918
2008-11-01-16,0.918
2008-11-01-17,0.918
2008-11-01-18,0.918
2008-11-01-19,0.918
2008-11-01-20,0.918
2008-11-01-21,0.918
2008-11-01-22,0.908
2008-11-01-23,0.908
2008-12-01-00,0.388
2008-12-01-01,0.388
2008-12-01-02,0.388
2008-12-01-03,0.388
2008-12-01-04,0.388
2008-12-01-05,0.388
2008-12-01-06,0.388
2008-12-01-07,0.388
2008-12-01-08,0.388
2008-12-01-09,0.378
2008-12-01-10,0.378
2008-12-01-11,0.378
2008-12-01-12,0.378
2008-12-01-13,0.378
2008-12-01-14,0.378
2008-12-01-15,0.378
2008-12-01-16,0.378
2008-12-01-17,0.378
2008-12-01-18,0.378
2008-12-01-19,0.378
2008-12-01-20,0.378
2008-12-01-21,0.368
2008-12-01-22,0.368
2008-12-01-23,0.368
2009-01-01-00,-0.052
2009-01-01-01,-0.052
2009-01-01-02,-0.052
2009-01-01-03,-0.052
2009-01-01-04,-0.052
2009-01-01-05,-0.052
2009-01-01-06,-0.052
2009-01-01-07,-0.052
2009-01-01-08,-0.052
2009-01-01-09,-0.052
2009-01-01-10,-0.062
2009-01-01-11,-0.062
2009-01-01-12,-0.062
2009-01-01-13,-0.062
2009-01-01-14,-0.062
2009-01-01-15,-0.062
2009-01-01-16,-0.062
2009-01-01-17,-0.062
2009-01-01-18,-0.062
2009-01-01-19,-0.062
2009-01-01-20,-0.072
2009-01-01-21,-0.072
2009-01-01-22,-0.072
2009-01-01-23,-0.072
2009-02-01-00,-0.202
2009-02-01-01,-0.202
2009-02-01-02,-0.202
2009-02-01-03,-0.202
2009-02-01-04,-0.202
2009-02-01-05,-0.202
2009-02-01-06,-0.202
2009-02-01-07,-0.202
2009-02-01-08,-0.202
2009-02-01-09,-0.202
2009-02-01-10,-0.202
2009-02-01-11,-0.202
2009-02-01-12,-0.202
2009-02-01-13,-0.202
2009-02-01-14,-0.202
2009-02-01-15,-0.202
2009-02-01-16,-0.202
2009-02-01-17,-0.202
2009-02-01-18,-0.202
2009-02-01-19,-0.202
2009-02-01-20,-0.202
2009-02-01-21,-0.212
2009-02-01-22,-0.212
2009-02-01-23,-0.212
2009-03-01-00,-0.192
2009-03-01-01,-0.192
2009-03-01-02,-0.192
2009-03-01-03,-0.192
2009-03-01-04,-0.192
2009-03-01-05,-0.192
2009-03-01-06,-0.192
2009-03-01-07,-0.192
2009-03-01-08,-0.202
2009-03-01-09,-0.202
2009-03-01-10,-0.202
2009-03-01-11,-0.202
2009-03-01-12,-0.192
2009-03-01-13,-0.192
2009-03-01-14,-0.192
2009-03-01-15,-0.192
2009-03-01-16,-0.192
2009-03-01-17,-0.192
2009-03-01-18,-0.202
2009-03-01-19,-0.202
2009-03-01-20,-0.202
2009-03-01-21,-0.202
2009-03-01-22,-0.202
2009-03-01-23,-0.202
2009-04-01-00,0.268
2009-04-01-01,0.258
2009-04-01-02,0.258
2009-04-01-03,0.258
2009-04-01-04,0.258
2009-04-01-05,0.258
2009-04-01-06,0.258
2009-04-01-07,0.258
2009-04-01-08,0.258
2009-04-01-09,0.258
2009-04-01-10,0.248
2009-04-01-11,0.248
2009-04-01-12,0.248
2009-04-01-13,0.248
2009-04-01-14,0.238
2009-04-01-15,0.238
2009-04-01-16,0.238
2009-04-01-17,0.238
2009-04-01-18,0.238
2009-04-01-19,0.238
2009-04-01-20,0.238
2009-04-01-21,0.238
2009-04-01-22,0.238
2009-04-01-23,0.238
2009-05-01-00,0.338
2009-05-01-01,0.338
2009-05-01-02,0.338
2009-05-01-03,0.338
2009-05-01-04,0.338
2009-05-01-05,0.338
2009-05-01-06,0.338
2009-05-01-07,0.328
2009-05-01-08,0.328
2009-05-01-09,0.328
2009-05-01-10,0.318
2009-05-01-11,0.318
2009-05-01-12,0.318
2009-05-01-13,0.318
2009-05-01-14,0.318
2009-05-01-15,0.318
2009-05-01-16,0.308
2009-05-01-17,0.308
2009-05-01-18,0.308
2009-05-01-19,0.308
2009-05-01-20,0.308
2009-05-01-21,0.308
2009-05-01-22,0.308
2009-05-01-23,0.308
2009-06-01-00,1.968
2009-06-01-01,1.968
2009-06-01-02,1.958
2009-06-01-03,1.948
2009-06-01-04,1.948
2009-06-01-05,1.938
2009-06-01-06,1.938
2009-06-01-07,1.918
2009-06-01-08,1.918
2009-06-01-09,1.898
2009-06-01-10,1.888
2009-06-01-11,1.878
2009-06-01-12,1.868
2009-06-01-13,1.858
2009-06-01-14,1.908
2009-06-01-15,1.928
2009-06-01-16,1.948
2009-06-01-17,1.948
2009-06-01-18,1.948
2009-06-01-19,1.948
2009-06-01-20,1.938
2009-06-01-21,1.928
2009-06-01-22,1.918
2009-06-01-23,1.898
2009-07-01-00,2.518
2009-07-01-01,2.588
2009-07-01-02,2.628
2009-07-01-03,2.688
2009-07-01-04,2.708
2009-07-01-05,2.718
2009-07-01-06,2.728
2009-07-01-07,2.728
2009-07-01-08,2.778
2009-07-01-09,2.798
2009-07-01-10,2.808
2009-07-01-11,2.808
2009-07-01-12,2.818
2009-07-01-13,2.818
2009-07-01-14,2.818
2009-07-01-15,2.828
2009-07-01-16,2.828
2009-07-01-17,2.828
2009-07-01-18,2.828
2009-07-01-19,2.818
2009-07-01-20,2.818
2009-07-01-21,2.808
2009-07-01-22,2.808
2009-07-01-23,2.798
2009-08-01-00,0.718
2009-08-01-01,0.718
2009-08-01-02,0.718
2009-08-01-03,0.718
2009-08-01-04,0.708
2009-08-01-05,0.708
2009-08-01-06,0.708
2009-08-01-07,0.708
2009-08-01-08,0.698
2009-08-01-09,0.698
2009-08-01-10,0.698
2009-08-01-11,0.698
2009-08-01-12,0.698
2009-08-01-13,0.698
2009-08-01-14,0.698
2009-08-01-15,0.698
2009-08-01-16,0.698
2009-08-01-17,0.698
2009-08-01-18,0.698
2009-08-01-19,0.698
2009-08-01-20,0.698
2009-08-01-21,0.698
2009-08-01-22,0.698
2009-08-01-23,0.698
2009-09-01-00,0.858
2009-09-01-01,0.848
2009-09-01-02,0.848
2009-09-01-03,0.838
2009-09-01-04,0.838
2009-09-01-05,0.828
2009-09-01-06,0.828
2009-09-01-07,0.818
2009-09-01-08,0.818
2009-09-01-09,0.808
2009-09-01-10,0.808
2009-09-01-11,0.798
2009-09-01-12,0.798
2009-09-01-13,0.798
2009-09-01-14,0.788
2009-09-01-15,0.788
2009-09-01-16,0.788
2009-09-01-17,0.778
2009-09-01-18,0.778
2009-09-01-19,0.818
2009-09-01-20,0.868
2009-09-01-21,0.908
2009-09-01-22,0.918
2009-09-01-23,0.918
2009-10-01-00,0.768
2009-10-01-01,0.768
2009-10-01-02,0.768
2009-10-01-03,0.768
2009-10-01-04,0.768
2009-10-01-05,0.768
2009-10-01-06,0.758
2009-10-01-07,0.758
2009-10-01-08,0.758
2009-10-01-09,0.758
2009-10-01-10,0.748
2009-10-01-11,0.748
2009-10-01-12,0.748
2009-10-01-13,0.748
2009-10-01-14,0.748
2009-10-01-15,0.748
2009-10-01-16,0.748
2009-10-01-17,0.748
2009-10-01-18,0.748
2009-10-01-19,0.748
2009-10-01-20,0.748
2009-10-01-21,0.738
2009-10-01-22,0.738
2009-10-01-23,0.738
2009-11-01-00,0.538
2009-11-01-01,0.538
2009-11-01-02,0.538
2009-11-01-03,0.538
2009-11-01-04,0.538
2009-11-01-05,0.538
2009-11-01-06,0.538
2009-11-01-07,0.528
2009-11-01-08,0.528
2009-11-01-09,0.528
2009-11-01-10,0.528
2009-11-01-11,0.528
2009-11-01-12,0.528
2009-11-01-13,0.528
2009-11-01-14,0.528
2009-11-01-15,0.518
2009-11-01-16,0.518
2009-11-01-17,0.518
2009-11-01-18,0.518
2009-11-01-19,0.518
2009-11-01-20,0.518
2009-11-01-21,0.508
2009-11-01-22,0.508
2009-11-01-23,0.508
2009-12-01-00,0.5196
2009-12-01-01,0.5312
2009-12-01-02,0.5428
2009-12-01-03,0.5544
2009-12-01-04,0.566
2009-12-01-05,0.5776
2009-12-01-06,0.5892
2009-12-01-07,0.6008
2009-12-01-08,0.6124
2009-12-01-09,0.624
2009-12-01-10,0.6356
2009-12-01-11,0.6472
2009-12-01-12,0.6588
2009-12-01-13,0.6704
2009-12-01-14,0.682
2009-12-01-15,0.6936
2009-12-01-16,0.7052
2009-12-01-17,0.7168
2009-12-01-18,0.7284
2009-12-01-19,0.74
2009-12-01-20,0.7516
2009-12-01-21,0.7632
2009-12-01-22,0.7748
2009-12-01-23,0.7864
2010-01-01-00,0.798
2010-01-01-01,0.798
2010-01-01-02,0.798
2010-01-01-03,0.798
2010-01-01-04,0.798
2010-01-01-05,0.778
2010-01-01-06,0.778
2010-01-01-07,0.778
2010-01-01-08,0.778
2010-01-01-09,0.778
2010-01-01-10,0.748
2010-01-01-11,0.748
2010-01-01-12,0.748
2010-01-01-13,0.738
2010-01-01-14,0.738
2010-01-01-15,0.738
2010-01-01-16,0.738
2010-01-01-17,0.738
2010-01-01-18,0.738
2010-01-01-19,0.738
2010-01-01-20,0.738
2010-01-01-21,0.728
2010-01-01-22,0.728
2010-01-01-23,0.728
2010-02-01-00,0.168
2010-02-01-01,0.168
2010-02-01-02,0.168
2010-02-01-03,0.168
2010-02-01-04,0.168
2010-02-01-05,0.168
2010-02-01-06,0.168
2010-02-01-07,0.168
2010-02-01-08,0.168
2010-02-01-09,0.168
2010-02-01-10,0.168
2010-02-01-11,0.178
2010-02-01-12,0.198
2010-02-01-13,0.208
2010-02-01-14,0.368
2010-02-01-15,0.568
2010-02-01-16,0.628
2010-02-01-17,0.738
2010-02-01-18,0.788
2010-02-01-19,0.818
2010-02-01-20,0.848
2010-02-01-21,0.878
2010-02-01-22,0.888
2010-02-01-23,0.898
2010-03-01-00,0.408
2010-03-01-01,0.408
2010-03-01-02,0.408
2010-03-01-03,0.408
2010-03-01-04,0.408
2010-03-01-05,0.408
2010-03-01-06,0.408
2010-03-01-07,0.408
2010-03-01-08,0.398
2010-03-01-09,0.398
2010-03-01-10,0.398
2010-03-01-11,0.398
2010-03-01-12,0.398
2010-03-01-13,0.398
2010-03-01-14,0.398
2010-03-01-15,0.398
2010-03-01-16,0.398
2010-03-01-17,0.398
2010-03-01-18,0.398
2010-03-01-19,0.378
2010-03-01-20,0.368
2010-03-01-21,0.368
2010-03-01-22,0.368
2010-03-01-23,0.368
2010-04-01-00,0.588
2010-04-01-01,0.588
2010-04-01-02,0.588
2010-04-01-03,0.588
2010-04-01-04,0.578
2010-04-01-05,0.578
2010-04-01-06,0.578
2010-04-01-07,0.578
2010-04-01-08,0.578
2010-04-01-09,0.578
2010-04-01-10,0.578
2010-04-01-11,0.558
2010-04-01-12,0.558
2010-04-01-13,0.558
2010-04-01-14,0.558
2010-04-01-15,0.558
2010-04-01-16,0.558
2010-04-01-17,0.548
2010-04-01-18,0.548
2010-04-01-19,0.548
2010-04-01-20,0.548
2010-04-01-21,0.548
2010-04-01-22,0.548
2010-04-01-23,0.548
2010-05-01-00,1.098
2010-05-01-01,1.098
2010-05-01-02,1.088
2010-05-01-03,1.088
2010-05-01-04,1.088
2010-05-01-05,1.088
2010-05-01-06,1.078
2010-05-01-07,1.078
2010-05-01-08,1.068
2010-05-01-09,1.068
2010-05-01-10,1.068
2010-05-01-11,1.058
2010-05-01-12,1.058
2010-05-01-13,1.048
2010-05-01-14,1.048
2010-05-01-15,1.048
2010-05-01-16,1.038
2010-05-01-17,1.038
2010-05-01-18,1.038
2010-05-01-19,1.028
2010-05-01-20,1.028
2010-05-01-21,1.028
2010-05-01-22,1.018
2010-05-01-23,1.018
2010-06-01-00,0.568
2010-06-01-01,0.568
2010-06-01-02,0.568
2010-06-01-03,0.568
2010-06-01-04,0.568
2010-06-01-05,0.558
2010-06-01-06,0.558
2010-06-01-07,0.558
2010-06-01-08,0.558
2010-06-01-09,0.558
2010-06-01-10,0.638
2010-06-01-11,0.668
2010-06-01-12,0.678
2010-06-01-13,0.708
2010-06-01-14,0.748
2010-06-01-15,0.768
2010-06-01-16,0.768
2010-06-01-17,0.778
2010-06-01-18,0.778
2010-06-01-19,0.778
2010-06-01-20,0.778
2010-06-01-21,0.778
2010-06-01-22,0.778
2010-06-01-23,0.778
2010-07-01-00,0.368
2010-07-01-01,0.358
2010-07-01-02,0.358
2010-07-01-03,0.358
2010-07-01-04,0.358
2010-07-01-05,0.358
2010-07-01-06,0.358
2010-07-01-07,0.358
2010-07-01-08,0.358
2010-07-01-09,0.358
2010-07-01-10,0.358
2010-07-01-11,0.358
2010-07-01-12,0.358
2010-07-01-13,0.358
2010-07-01-14,0.358
2010-07-01-15,0.358
2010-07-01-16,0.358
2010-07-01-17,0.348
2010-07-01-18,0.348
2010-07-01-19,0.348
2010-07-01-20,0.348
2010-07-01-21,0.348
2010-07-01-22,0.338
2010-07-01-23,0.338
2010-08-01-00,0.738
2010-08-01-01,0.738
2010-08-01-02,0.738
2010-08-01-03,0.738
2010-08-01-04,0.738
2010-08-01-05,0.728
2010-08-01-06,0.728
2010-08-01-07,0.728
2010-08-01-08,0.728
2010-08-01-09,0.728
2010-08-01-10,0.718
2010-08-01-11,0.718
2010-08-01-12,0.718
2010-08-01-13,0.718
2010-08-01-14,0.708
2010-08-01-15,0.708
2010-08-01-16,0.708
2010-08-01-17,0.708
2010-08-01-18,0.708
2010-08-01-19,0.698
2010-08-01-20,0.698
2010-08-01-21,0.698
2010-08-01-22,0.698
2010-08-01-23,0.698
2010-09-01-00,0.718
2010-09-01-01,0.718
2010-09-01-02,0.708
2010-09-01-03,0.708
2010-09-01-04,0.708
2010-09-01-05,0.708
2010-09-01-06,0.708
2010-09-01-07,0.708
2010-09-01-08,0.708
2010-09-01-09,0.748
2010-09-01-10,0.748
2010-09-01-11,0.748
2010-09-01-12,0.748
2010-09-01-13,0.748
2010-09-01-14,0.738
2010-09-01-15,0.738
2010-09-01-16,0.738
2010-09-01-17,0.728
2010-09-01-18,0.728
2010-09-01-19,0.728
2010-09-01-20,0.728
2010-09-01-21,0.728
2010-09-01-22,0.728
2010-09-01-23,0.728
2010-10-01-00,3.318
2010-10-01-01,3.308
2010-10-01-02,3.298
2010-10-01-03,3.288
2010-10-01-04,3.278
2010-10-01-05,3.268
2010-10-01-06,3.258
2010-10-01-07,3.238
2010-10-01-08,3.218
2010-10-01-09,3.208
2010-10-01-10,3.178
2010-10-01-11,3.168
2010-10-01-12,3.168
2010-10-01-13,3.158
2010-10-01-14,3.148
2010-10-01-15,3.138
2010-10-01-16,3.128
2010-10-01-17,3.118
2010-10-01-18,3.108
2010-10-01-19,3.098
2010-10-01-20,3.088
2010-10-01-21,3.078
2010-10-01-22,3.068
2010-10-01-23,3.058
2010-11-01-00,0.728
2010-11-01-01,0.728
2010-11-01-02,0.718
2010-11-01-03,0.718
2010-11-01-04,0.718
2010-11-01-05,0.718
2010-11-01-06,0.718
2010-11-01-07,0.718
2010-11-01-08,0.708
2010-11-01-09,0.708
2010-11-01-10,0.708
2010-11-01-11,0.708
2010-11-01-12,0.738
2010-11-01-13,0.808
2010-11-01-14,0.868
2010-11-01-15,0.888
2010-11-01-16,0.898
2010-11-01-17,0.908
2010-11-01-18,0.908
2010-11-01-19,0.908
2010-11-01-20,0.918
2010-11-01-21,0.918
2010-11-01-22,0.918
2010-11-01-23,0.918
2010-12-01-00,0.278
2010-12-01-01,0.278
2010-12-01-02,0.278
2010-12-01-03,0.278
2010-12-01-04,0.278
2010-12-01-05,0.278
2010-12-01-06,0.278
2010-12-01-07,0.278
2010-12-01-08,0.278
2010-12-01-09,0.278
2010-12-01-10,0.278
2010-12-01-11,0.278
2010-12-01-12,0.278
2010-12-01-13,0.278
2010-12-01-14,0.278
2010-12-01-15,0.278
2010-12-01-16,0.278
2010-12-01-17,0.278
2010-12-01-18,0.268
2010-12-01-19,0.268
2010-12-01-20,0.268
2010-12-01-21,0.268
2010-12-01-22,0.268
2010-12-01-23,0.268
2011-01-01-00,0.138
2011-01-01-01,0.138
2011-01-01-02,0.138
2011-01-01-03,0.138
2011-01-01-04,0.138
2011-01-01-05,0.138
2011-01-01-06,0.128
2011-01-01-07,0.128
2011-01-01-08,0.128
2011-01-01-09,0.128
2011-01-01-10,0.128
2011-01-01-11,0.128
2011-01-01-12,0.128
2011-01-01-13,0.128
2011-01-01-14,0.128
2011-01-01-15,0.128
2011-01-01-16,0.128
2011-01-01-17,0.128
2011-01-01-18,0.128
2011-01-01-19,0.128
2011-01-01-20,0.128
2011-01-01-21,0.128
2011-01-01-22,0.128
2011-01-01-23,0.128
2011-02-01-00,0.328
2011-02-01-01,0.328
2011-02-01-02,0.328
2011-02-01-03,0.328
2011-02-01-04,0.328
2011-02-01-05,0.328
2011-02-01-06,0.318
2011-02-01-07,0.318
2011-02-01-08,0.308
2011-02-01-09,0.308
2011-02-01-10,0.308
2011-02-01-11,0.308
2011-02-01-12,0.308
2011-02-01-13,0.308
2011-02-01-14,0.298
2011-02-01-15,0.298
2011-02-01-16,0.298
2011-02-01-17,0.298
2011-02-01-18,0.298
2011-02-01-19,0.298
2011-02-01-20,0.298
2011-02-01-21,0.298
2011-02-01-22,0.298
2011-02-01-23,0.298
2011-03-01-00,-0.002
2011-03-01-01,-0.002
2011-03-01-02,-0.002
2011-03-01-03,-0.002
2011-03-01-04,-0.002
2011-03-01-05,-0.002
2011-03-01-06,-0.002
2011-03-01-07,-0.002
2011-03-01-08,-0.002
2011-03-01-09,-0.002
2011-03-01-10,-0.002
2011-03-01-11,-0.002
2011-03-01-12,-0.002
2011-03-01-13,-0.002
2011-03-01-14,-0.002
2011-03-01-15,-0.002
2011-03-01-16,-0.002
2011-03-01-17,-0.002
2011-03-01-18,-0.002
2011-03-01-19,-0.002
2011-03-01-20,-0.002
2011-03-01-21,-0.002
2011-03-01-22,-0.002
2011-03-01-23,0.038
2011-04-01-00,0.058
2011-04-01-01,0.058
2011-04-01-02,0.058
2011-04-01-03,0.058
2011-04-01-04,0.058
2011-04-01-05,0.058
2011-04-01-06,0.058
2011-04-01-07,0.058
2011-04-01-08,0.058
2011-04-01-09,0.048
2011-04-01-10,0.048
2011-04-01-11,0.048
2011-04-01-12,0.048
2011-04-01-13,0.048
2011-04-01-14,0.048
2011-04-01-15,0.048
2011-04-01-16,0.048
2011-04-01-17,0.048
2011-04-01-18,0.048
2011-04-01-19,0.048
2011-04-01-20,0.048
2011-04-01-21,0.048
2011-04-01-22,0.048
2011-04-01-23,0.048
2011-05-01-00,0.058
2011-05-01-01,0.058
2011-05-01-02,0.058
2011-05-01-03,0.058
2011-05-01-04,0.058
2011-05-01-05,0.058
2011-05-01-06,0.058
2011-05-01-07,0.058
2011-05-01-08,0.058
2011-05-01-09,0.048
2011-05-01-10,0.048
2011-05-01-11,0.048
2011-05-01-12,0.048
2011-05-01-13,0.048
2011-05-01-14,0.048
2011-05-01-15,0.038
2011-05-01-16,0.038
2011-05-01-17,0.038
2011-05-01-18,0.038
2011-05-01-19,0.038
2011-05-01-20,0.038
2011-05-01-21,0.038
2011-05-01-22,0.038
2011-05-01-23,0.038
2011-06-01-00,-0.152
2011-06-01-01,-0.152
2011-06-01-02,-0.152
2011-06-01-03,-0.152
2011-06-01-04,-0.152
2011-06-01-05,-0.152
2011-06-01-06,-0.152
2011-06-01-07,-0.162
2011-06-01-08,-0.162
2011-06-01-09,-0.162
