,year,month,year_month,well_ft,rain_ft,tide_ft
0,2007,10,2007_10,4.303742424242429,0.6562509999999988,-0.8944444892473085
1,2007,11,2007_11,4.240202080237751,0.08333000000000003,-0.8920180555555558
2,2007,12,2007_12,3.2309729729729524,0.02916300000000001,-0.8934056451612896
3,2008,01,2008_1,2.833924629878874,0.2116650000000001,-0.8921762096774178
4,2008,02,2008_2,2.827743145743155,0.3849959999999994,-0.8924797413793071
5,2008,03,2008_3,3.2309367429340394,0.6391639999999992,-0.8910495289367404
6,2008,04,2008_4,3.588509040333799,0.21166100000000007,-0.8918009722222227
7,2008,05,2008_5,2.948689098250349,0.3233269999999996,-0.8898436827957024
8,2008,06,2008_6,2.8092499999999996,0.29082799999999964,-0.8916231944444459
9,2008,07,2008_7,3.1897822580645068,0.4899939999999988,-0.8916255376344067
10,2008,08,2008_8,3.63607258064515,0.9074859999999977,-0.8928833333333346
11,2008,09,2008_9,4.317319444444454,0.5749919999999985,-0.8926327777777786
12,2008,10,2008_10,4.584553763440866,0.6908309999999988,-0.8932973118279576
13,2008,11,2008_11,3.870291666666674,0.08083000000000001,-0.8921506944444414
14,2008,12,2008_12,3.1196383265857177,0.022495000000000005,-0.8932418010752666
15,2009,01,2009_1,2.7352567567567596,0.22166600000000006,-0.8945016129032253
16,2009,02,2009_2,2.039380952380962,0.018333000000000002,-0.8902382440476211
17,2009,03,2009_3,2.630465679676985,0.9874859999999984,-0.8970889636608321
18,2009,04,2009_4,2.936305555555556,0.048334000000000016,-0.8929701388888921
19,2009,05,2009_5,2.639715053763448,0.5691519999999984,-0.8909688172043021
20,2009,06,2009_6,3.7003055555555666,0.600822999999998,-0.8910772222222236
21,2009,07,2009_7,3.6077471264367813,0.3849859999999998,-0.8907737903225751
22,2009,08,2009_8,3.126382716049378,0.2366630000000001,-0.891418548387099
23,2009,09,2009_9,4.022263888888901,1.023325999999999,-0.892312638888886
24,2009,10,2009_10,3.6122553763440757,0.15166500000000002,-0.8915935483870977
25,2009,11,2009_11,3.684496532593609,0.6558309999999992,-0.8915700000000015
26,2009,12,2009_12,3.9732365591397945,0.7066619999999995,-0.8895138440860246
27,2010,01,2010_1,3.703465053763443,0.08332500000000004,-0.8919250000000032
28,2010,02,2010_2,3.254247023809539,0.28165599999999985,-0.8920141369047654
29,2010,03,2010_3,3.034934051144006,0.43582200000000004,-0.8954737550471067
30,2010,04,2010_4,4.035055555555559,0.754161999999999,-0.8936975000000006
31,2010,05,2010_5,3.7687876344086164,0.08666200000000002,-0.8940549731182793
32,2010,06,2010_6,3.162708333333343,0.29665399999999975,-0.8921762499999987
33,2010,07,2010_7,3.612900537634396,0.582485999999999,-0.892416263440861
34,2010,08,2010_8,3.20808024691356,0.3874909999999989,-0.8924696236559125
35,2010,09,2010_9,3.500666666666665,0.702488999999998,-0.8927545833333351
36,2010,10,2010_10,3.45151612903227,0.08916500000000002,-0.8932653225806476
37,2010,11,2010_11,2.7459251040222052,0.13666300000000003,-0.8926824999999976
38,2010,12,2010_12,2.3782768817204163,0.07333100000000001,-0.8899264784946231
39,2011,01,2011_1,1.952349462365596,0.10333,-0.889299193548386
40,2011,02,2011_2,1.5893958333333331,0.009165000000000001,-0.8945238095238097
41,2011,03,2011_3,1.6475720053835852,0.2783249999999999,-0.8897013458950223
42,2011,04,2011_4,1.7576111111111004,0.20499900000000001,-0.8923261111111107
43,2011,05,2011_5,1.6497553763440813,0.09332700000000002,-0.892264247311829
44,2011,06,2011_6,1.3500694444444425,0.22582500000000008,-0.8924658333333325
45,2011,07,2011_7,2.055440860215054,0.3899929999999996,-0.8925016129032242
46,2011,08,2011_8,2.3403870967741955,0.5733219999999996,-0.8932418010752671
47,2011,09,2011_9,3.667805555555553,0.7649869999999982,-0.893089444444446
48,2011,10,2011_10,3.827550000000005,1.119990999999998,-0.8949059139784976
49,2011,11,2011_11,4.477117891816929,0.044996000000000015,-0.8910147222222244
50,2011,12,2011_12,3.588854838709689,0.08499500000000001,-0.8937362903225791
51,2012,01,2012_1,2.736045698924724,0.003332,-0.8927533602150539
52,2012,02,2012_2,2.6674597701149505,0.22749700000000006,-0.8922225574712653
53,2012,03,2012_3,2.176629878869433,0.12833000000000003,-0.8921896366083453
54,2012,04,2012_4,2.2184640883977855,0.6408169999999979,-0.8919530555555538
55,2012,05,2012_5,3.700145161290324,0.510822999999999,-0.8898372311827926
56,2012,06,2012_6,3.9489722222222174,0.6358219999999987,-0.8912701388888934
57,2012,07,2012_7,4.2545537634408825,0.3558259999999995,-0.8907862903225824
58,2012,08,2012_8,3.8597956989247253,0.6249799999999988,-0.8925073924731164
59,2012,09,2012_9,4.409773167358235,0.447486999999999,-0.8926555555555535
60,2012,10,2012_10,4.444809139784957,0.5041499999999987,-0.8930795698924745
61,2012,11,2012_11,3.811764216366133,0.08833300000000002,-0.8926927777777797
62,2012,12,2012_12,3.113975806451625,0.05249799999999999,-0.8929677419354828
63,2013,01,2013_1,2.654163978494623,0.14166300000000004,-0.8942694892473136
64,2013,02,2013_2,2.383547619047613,0.18832800000000008,-0.8902113095238072
65,2013,03,2013_3,1.9980565275908606,0.009163000000000003,-0.8974923283983854
66,2013,04,2013_4,2.3947916666666718,0.7091599999999995,-0.8933979166666681
67,2013,05,2013_5,4.270642473118276,1.0991510000000009,-0.8919356182795706
68,2013,06,2013_6,4.361986111111109,0.5441569999999989,-0.8912970833333298
69,2013,07,2013_7,4.57541857335129,1.2149940000000001,-0.8908455645161296
70,2013,08,2013_8,4.383491935483894,0.267495,-0.8913501344086031
