,year,month,year_month,well_ft,rain_ft,tide_ft
0,2007,10,2007_10,1.398264468371462,0.5558333333333326,-0.17660618279569887
1,2007,11,2007_11,0.8232572815533973,0.11583333333333337,-0.4906930555555556
2,2007,12,2007_12,0.11806653225806492,0.025,-0.9600188172043008
3,2008,1,2008_1,0.16233400537634451,0.0725,-0.885833333333332
4,2008,2,2008_2,0.1549152298850583,0.22083333333333324,-1.3068908045977008
5,2008,3,2008_3,0.19073418573351433,0.3224999999999999,-1.2314798387096773
6,2008,4,2008_4,0.6737725118483402,0.3075000000000002,-0.6903069444444438
7,2008,5,2008_5,0.42108064516128996,0.20833333333333337,-0.8535806451612912
8,2008,6,2008_6,0.5949999999999993,0.5208333333333333,-1.0193569444444452
9,2008,7,2008_7,0.9244677419354848,0.4133333333333338,-0.6612956989247314
10,2008,8,2008_8,1.237169354838712,0.8850000000000009,-0.6175215053763441
11,2008,9,2008_9,1.1983194444444434,0.5050000000000001,0.06867222222222226
12,2008,10,2008_10,1.6156505376344137,0.6833333333333339,-0.1505954301075267
13,2008,11,2008_11,0.7408613037448004,0.0733333333333333,-0.4701638888888891
14,2008,12,2008_12,0.09331182795699063,0.024999999999999998,-1.1286922043010745
15,2009,1,2009_1,-0.228341397849462,0.005,-1.3845645161290325
16,2009,2,2009_2,-0.30542543859649085,0.008333333333333333,-1.3099523809523823
17,2009,3,2009_3,0.260444444444445,0.1816666666666666,-0.9619744623655924
18,2009,4,2009_4,0.09903125000000156,0.1891666666666666,-1.1250694444444442
19,2009,5,2009_5,0.3763797043010713,0.6500000000000009,-0.8891854838709682
20,2009,6,2009_6,1.4995520833333125,1.030833333333334,-0.6445277777777786
21,2009,7,2009_7,0.951873655914038,0.25916666666666677,-0.9393185483870968
22,2009,8,2009_8,0.6084865591397904,0.43416666666666726,-0.7200900537634414
23,2009,9,2009_9,1.287402777777783,0.5266666666666671,-0.12152638888888904
24,2009,10,2009_10,0.723261424731196,0.10250000000000002,-0.2934905913978497
25,2009,11,2009_11,0.71175589459086,0.1358333333333333,-0.13220000000000012
26,2009,12,2009_12,0.7115174731182841,0.32666666666666694,-0.5416061827956985
27,2010,1,2010_1,0.29492137096774196,0.07666666666666665,-0.9417674731182788
28,2010,2,2010_2,0.45897619047619914,0.3358333333333336,-0.827486607142857
29,2010,3,2010_3,0.31117833109017634,0.31083333333333346,-1.0295147849462356
30,2010,4,2010_4,0.6797083333333362,0.5408333333333336,-0.9766749999999986
31,2010,5,2010_5,0.4568602150537706,0.14416666666666667,-0.9128360215053772
32,2010,6,2010_6,0.5392256944444418,0.30416666666666664,-0.8171097222222217
33,2010,7,2010_7,0.6360739247311806,0.42500000000000027,-0.8140040322580652
34,2010,8,2010_8,0.7489939516129083,0.6291666666666674,-0.7851518817204294
35,2010,9,2010_9,1.3976562500000302,0.995,-0.3334763888888892
36,2010,10,2010_10,1.2176532258064516,0.28250000000000003,-0.45453897849462366
37,2010,11,2010_11,0.7144639389736476,0.14166666666666664,-0.5621750000000001
38,2010,12,2010_12,0.2190745967741833,0.15000000000000002,-0.905056451612903
39,2011,1,2011_1,0.06306653225806481,0.1716666666666667,-1.2656236559139804
40,2011,2,2011_2,-0.07617633928571373,0.0225,-1.2967336309523814
41,2011,3,2011_3,-0.020961641991924684,0.145,-1.1297002688172058
42,2011,4,2011_4,0.03976736111111145,0.20999999999999996,-1.0826708333333335
43,2011,5,2011_5,0.19979704301074525,0.12500000000000003,-0.9437352150537623
44,2011,6,2011_6,0.18446180555555436,0.1691666666666667,-0.7941861111111118
45,2011,7,2011_7,0.6794408602150653,0.4016666666666668,-0.8181693548387098
46,2011,8,2011_8,0.9964435483871011,0.7150000000000005,-0.5324247311827965
47,2011,9,2011_9,1.0415972222222356,0.2716666666666666,-0.46721805555555523
48,2011,10,2011_10,1.5031606182795623,2.0633333333333344,-0.3305053763440863
49,2011,11,2011_11,1.460323855755901,0.1608333333333333,-0.32699583333333315
50,2011,12,2011_12,0.4230430107526936,0.057499999999999996,-0.7310349462365598
51,2012,1,2012_1,-0.03008534946236538,0.0016666666666666668,-1.1330013440860212
52,2012,2,2012_2,0.6826522988505778,0.4966666666666668,-0.7533031609195401
53,2012,3,2012_3,0.24495020188424474,0.15666666666666668,-0.8701814516129028
54,2012,4,2012_4,0.4905833333333366,0.5050000000000004,-0.7511555555555549
55,2012,5,2012_5,0.8669744623655947,0.2291666666666667,-0.6170967741935476
56,2012,6,2012_6,1.1557326388888907,0.6458333333333339,-0.45320694444444415
57,2012,7,2012_7,1.3404220430107459,0.6825000000000003,-0.6919905913978496
58,2012,8,2012_8,0.8761276881720412,0.6191666666666674,-0.6169153225806445
59,2012,9,2012_9,1.1243854166666616,0.4000000000000001,-0.5950402777777776
60,2012,10,2012_10,1.0481505376344193,0.5500000000000003,-0.2613534946236556
61,2012,11,2012_11,0.8626955617198336,0.029166666666666657,-0.03665833333333332
62,2012,12,2012_12,0.41469287634407914,0.009166666666666667,-0.5885564516129036
63,2013,1,2013_1,0.16068413978494606,0.03833333333333331,-0.8012392473118282
64,2013,2,2013_2,0.18800892857142845,0.135,-0.8502366071428565
65,2013,3,2013_3,0.2981433378196453,0.08416666666666668,-0.6696532258064511
66,2013,4,2013_4,0.8013819444444298,0.8833333333333337,-0.8503347222222225
67,2013,5,2013_5,1.2469240591397934,0.7608333333333339,-0.626293010752688
68,2013,6,2013_6,1.08872916666667,0.41666666666666696,-0.9078138888888876
69,2013,7,2013_7,0.9862620967741922,0.6391666666666672,-0.6394327956989245
