,year,month,year_month,well_ft,rain_ft,tide_ft
0,2007,10,2007_10,1.5456344086021503,0.8526666666666654,0.054465053763440456
1,2007,11,2007_11,1.450444444444443,0.09000000000000002,-0.3390000000000003
2,2007,12,2007_12,0.8990540540540503,0.03833333333333332,-0.8700376344086022
3,2008,1,2008_1,0.7569516129032243,0.06249999999999998,-0.7815026881720424
4,2008,2,2008_2,0.7205666666666646,0.21499999999999997,-1.1960086206896554
5,2008,3,2008_3,0.532336633663367,0.1708333333333333,-1.1039086021505384
6,2008,4,2008_4,1.0467083333333302,0.3366666666666668,-0.5663055555555558
7,2008,5,2008_5,0.626790322580645,0.08583333333333336,-0.7470806451612905
8,2008,6,2008_6,0.8169999999999986,0.41333333333333366,-0.8723888888888903
9,2008,7,2008_7,1.3568306451612946,0.4616666666666668,-0.5662338709677421
10,2008,8,2008_8,1.4263870967741956,1.0391666666666677,-0.3665698924731185
11,2008,9,2008_9,1.083777777777777,0.7374999999999999,0.3190000000000003
12,2008,10,2008_10,1.6528387096774158,1.0408333333333337,0.27384677419354847
13,2008,11,2008_11,0.9061805555555528,0.10500000000000008,-0.34948611111111105
14,2008,12,2008_12,0.6668306451612879,0.01,-0.9947553763440854
15,2009,1,2009_1,0.4893575268817166,0.0033333333333333335,-1.2885591397849456
16,2009,2,2009_2,0.35817857142857246,0.016666666666666666,-1.183547619047619
17,2009,3,2009_3,0.4922395693135928,0.17416666666666664,-0.8134784946236553
18,2009,4,2009_4,0.3663356449375858,0.03833333333333332,-0.9940555555555568
19,2009,5,2009_5,0.7006344086021501,0.7850000000000007,-0.7486666666666663
20,2009,6,2009_6,1.296458333333329,0.7291666666666673,-0.5023333333333336
21,2009,7,2009_7,1.4862123655913975,0.4866666666666672,-0.7664086021505379
22,2009,8,2009_8,1.0207016129032316,0.366666666666667,-0.5528064516129034
23,2009,9,2009_9,1.236013888888894,0.5300000000000006,0.1100138888888888
24,2009,10,2009_10,1.0996666666666604,0.09666666666666668,-0.17357258064516104
25,2009,11,2009_11,1.1420972222222237,0.23583333333333323,-0.014944444444444493
26,2009,12,2009_12,1.265964743589742,0.2725,-0.4260860215053767
27,2010,1,2010_1,0.940701612903238,0.07583333333333328,-0.8374301075268819
28,2010,2,2010_2,1.2747514970059808,0.38500000000000073,-0.7306458333333328
29,2010,3,2010_3,0.977260752688181,0.2675,-0.9623091397849455
30,2010,4,2010_4,1.2246805555555607,0.4900000000000001,-0.8024861111111121
31,2010,5,2010_5,1.1832822580645148,0.3208333333333334,-0.796932795698925
32,2010,6,2010_6,1.219022727272729,0.7300000000000001,-0.6644305555555557
33,2010,7,2010_7,0.9598817204301119,0.4175000000000001,-0.680185483870969
34,2010,8,2010_8,1.434572580645163,0.7458333333333342,-0.6801048387096776
35,2010,9,2010_9,1.5096111111111175,1.165833333333333,-0.08861111111111125
36,2010,10,2010_10,1.4690080645161312,0.24999999999999997,-0.2878736559139784
37,2010,11,2010_11,1.15227777777778,0.09083333333333338,-0.45490277777777766
38,2010,12,2010_12,0.7911989247311882,0.09666666666666666,-0.8412338709677414
39,2011,1,2011_1,0.730459677419354,0.18499999999999991,-1.169647849462366
40,2011,2,2011_2,0.6660803571428551,0.0125,-1.191925595238094
41,2011,3,2011_3,0.37294623655913867,0.09416666666666666,-0.9963817204301064
42,2011,4,2011_4,0.2053333333333328,0.2608333333333333,-0.9640833333333325
43,2011,5,2011_5,0.24541935483871058,0.19999999999999996,-0.8402661290322591
44,2011,6,2011_6,-0.2624892367906071,0.155,-0.6860000000000005
45,2011,7,2011_7,0.7875967741935463,0.5733333333333336,-0.707188172043011
46,2011,8,2011_8,1.3561182795698916,0.766666666666667,-0.44038709677419435
47,2011,9,2011_9,1.7480277777777833,0.3516666666666669,-0.3709444444444452
48,2011,10,2011_10,1.6317550471063247,1.567500000000001,-0.058182795698924775
49,2011,11,2011_11,1.8639166666666704,0.22333333333333327,-0.16230555555555562
50,2011,12,2011_12,1.0946532258064445,0.06583333333333334,-0.5886129032258073
51,2012,1,2012_1,0.7261410256410317,0.0008333333333333334,-1.0299838709677405
52,2012,2,2012_2,1.2678563218390824,0.32250000000000006,-0.6541120689655182
53,2012,3,2012_3,0.8585107526881736,0.02749999999999999,-0.7433844086021512
54,2012,4,2012_4,0.7950555555555577,0.6083333333333337,-0.626666666666667
55,2012,5,2012_5,1.3682922755741136,0.35916666666666686,-0.4123494623655918
56,2012,6,2012_6,1.5505858951175353,0.6316666666666674,-0.2587916666666671
57,2012,7,2012_7,1.2159704301075238,0.33500000000000024,-0.5304005376344086
58,2012,8,2012_8,1.4982150537634433,0.8916666666666669,-0.38589784946236605
59,2012,9,2012_9,1.533666666666672,0.5600000000000005,-0.2941527777777776
60,2012,10,2012_10,1.142919354838707,0.3983333333333338,-0.017174731182795867
61,2012,11,2012_11,1.0275416666666701,0.024999999999999998,0.10483333333333336
62,2012,12,2012_12,0.6767847222222221,0.013333333333333334,-0.4632768817204298
63,2013,1,2013_1,0.6437258064516109,0.022499999999999992,-0.7029543010752689
64,2013,2,2013_2,0.7443095238095212,0.09833333333333337,-0.7730416666666664
65,2013,3,2013_3,0.7528955916473309,0.12583333333333332,-0.611905913978494
66,2013,4,2013_4,1.1513996383363436,0.41666666666666696,-0.7370833333333329
67,2013,5,2013_5,1.2045725806451621,0.7750000000000008,-0.4145537634408606
68,2013,6,2013_6,0.9769043209876581,0.37416666666666676,-0.7400833333333332
69,2013,7,2013_7,1.3428521505376356,0.694166666666667,-0.635521505376343
